FIPS,State,County,Climate Region,MEDHINC16,GROC16,CONVS16,SUPERC16,PCT_OBESE_ADULTS17,RECFAC16,largest_group,FFR16,FSR16,PCTADTLHS16_20,PCTADTWHS16_20,PCTADTWC16_20
36009,NY,Cattaraugus,Northeast,46224.0,19,37,2,25.7,6,white_not_hispanic_2017,41,72,10.32527264106212,39.15030820293978,30.61735419630157
12127,FL,Volusia,Southeast,45356.0,68,285,10,28.4,57,white_not_hispanic_2017,292,478,9.206126897395182,31.52610243714801,34.82577005395063
17121,IL,Marion,Ohio Valley,45698.0,4,23,1,31.1,6,white_not_hispanic_2017,26,27,10.54299679242401,34.20650679700626,39.03696349473041
6079,CA,San Luis Obispo,West,69517.0,69,92,1,25.1,40,white_not_hispanic_2017,234,340,8.150909224921293,19.93608575249286,35.83093786524307
12075,FL,Levy,Southeast,33092.0,10,29,1,28.4,2,white_not_hispanic_2017,17,25,13.752240589524,41.44592710615415,30.7043749585076
48419,TX,Shelby,South,37410.0,5,13,1,33.0,2,white_not_hispanic_2017,10,13,22.01143135108841,34.53119299525721,29.44180955855527
6101,CA,Sutter,West,51283.0,21,40,2,25.1,8,white_not_hispanic_2017,59,54,20.17057163691703,23.03034146032148,36.7680162328398
38089,ND,Stark,Northern Rockies & Plains,78604.0,6,19,1,33.2,4,white_not_hispanic_2017,18,23,7.766510017313875,32.66881028938906,35.06307197625526
41001,OR,Baker,Northwest,42177.0,3,8,1,29.4,2,white_not_hispanic_2017,9,26,8.779960053262318,29.39414114513981,36.82589880159787
42089,PA,Monroe,Northeast,59574.0,17,55,3,31.6,10,white_not_hispanic_2017,112,147,10.43372737378966,34.71855667478509,29.03198431758586
13085,GA,Dawson,Southeast,61229.0,4,12,1,31.6,2,white_not_hispanic_2017,17,16,11.65906816412766,26.34827087734905,28.3442677638163
30029,MT,Flathead,Northern Rockies & Plains,50249.0,18,38,2,25.3,18,white_not_hispanic_2017,67,122,5.752206297413022,28.28604078036154,33.96252392163342
12115,FL,Sarasota,Southeast,55088.0,89,136,7,28.4,52,white_not_hispanic_2017,185,475,6.764262095091335,27.69708060086564,29.13328605325138
32001,NV,Churchill,West,50292.0,2,10,1,26.7,6,white_not_hispanic_2017,17,13,6.996374011769602,29.15056767520656,45.10491588896154
48199,TX,Hardin,South,60692.0,7,32,2,33.0,6,white_not_hispanic_2017,40,21,11.26637329833501,39.56355027149438,31.10991018811601
39155,OH,Trumbull,Ohio Valley,45929.0,45,93,4,33.8,19,white_not_hispanic_2017,146,122,10.5995844671876,43.98561724810946,26.23383164625146
13055,GA,Chattooga,Southeast,37345.0,6,29,1,31.6,1,white_not_hispanic_2017,12,8,27.70254494513192,38.34928788232547,24.22951202428204
22039,LA,Evangeline,South,34440.0,13,18,1,36.2,1,white_not_hispanic_2017,11,5,23.28101812294824,41.67378693169043,22.31865809236858
55035,WI,Eau Claire,Upper Midwest,52209.0,15,48,3,32.0,16,white_not_hispanic_2017,93,80,4.931908526171007,25.64955185078823,36.1572527622013
39165,OH,Warren,Ohio Valley,81543.0,29,72,6,33.8,27,white_not_hispanic_2017,133,132,5.9239791015712,25.73039499557722,24.63901846112727
19013,IA,Black Hawk,Upper Midwest,50887.0,24,61,4,36.4,17,white_not_hispanic_2017,84,107,8.197445386176435,29.89136922525964,32.70980064462218
1109,AL,Pike,Southeast,35172.0,7,20,1,36.3,2,white_not_hispanic_2017,34,23,12.64629725530813,33.38166752977732,24.34489901605386
55031,WI,Douglas,Upper Midwest,50340.0,7,27,1,32.0,8,white_not_hispanic_2017,22,46,6.27445948546866,28.66170526720985,39.26990440751909
29217,MO,Vernon,Ohio Valley,39036.0,1,13,1,32.5,2,white_not_hispanic_2017,11,15,11.68973051711581,40.87399854333576,29.91260014566642
36049,NY,Lewis,Northeast,48314.0,3,19,1,25.7,1,white_not_hispanic_2017,14,27,8.696598639455782,44.4843537414966,28.47891156462585
31019,NE,Buffalo,Northern Rockies & Plains,57036.0,10,29,1,32.8,7,white_not_hispanic_2017,43,45,8.014326553412413,24.96631945585384,33.25666217592745
51047,VA,Culpeper,Southeast,67023.0,9,17,1,30.1,8,white_not_hispanic_2017,34,30,12.93505459508644,31.05379890809827,30.85759781619654
51041,VA,Chesterfield,Southeast,76260.0,51,135,6,30.1,41,white_not_hispanic_2017,232,226,7.409597801159837,23.11930665055545,29.41757114958325
4019,AZ,Pima,Southwest,47644.0,122,283,17,29.5,116,white_not_hispanic_2017,666,635,10.97283693730644,21.47363938165339,33.92203070582233
40065,OK,Jackson,South,44211.0,1,13,1,36.5,3,white_not_hispanic_2017,18,18,14.31519699812383,28.98061288305191,34.45903689806129
44005,RI,Newport,Northeast,72776.0,14,29,1,30.0,11,white_not_hispanic_2017,76,132,5.285961871750433,20.21843628396717,24.77845721199438
48441,TX,Taylor,South,48215.0,12,79,3,33.0,15,white_not_hispanic_2017,128,88,10.50382259366542,30.54869651930291,32.12165819839499
27095,MN,Mille Lacs,Upper Midwest,53407.0,6,19,1,28.4,4,white_not_hispanic_2017,13,26,9.80260956841753,37.25326196052192,36.96330991412959
48329,TX,Midland,South,68729.0,9,49,3,33.0,15,white_not_hispanic_2017,120,104,15.88460819150926,26.09126613054049,30.5806994576398
1099,AL,Monroe,Southeast,36639.0,5,14,1,36.3,1,white_not_hispanic_2017,10,9,16.5339323395276,46.04179429582737,23.87856510788918
45079,SC,Richland,Southeast,51973.0,60,196,7,34.1,33,white_not_hispanic_2017,325,287,8.427569602354156,21.95631819310951,30.47790113312824
19111,IA,Lee,Upper Midwest,49654.0,7,19,1,36.4,5,white_not_hispanic_2017,21,34,6.928521170481354,38.19792227142916,36.41405570961467
36069,NY,Ontario,Northeast,58320.0,19,44,5,25.7,11,white_not_hispanic_2017,94,123,6.812630171504976,26.15258028849862,31.22316217119642
25021,MA,Norfolk,Northeast,92606.0,120,280,7,25.9,156,white_not_hispanic_2017,465,617,5.919916632839149,18.73176090912212,20.79130137996078
54057,WV,Mineral,Ohio Valley,45437.0,7,12,1,38.1,1,white_not_hispanic_2017,15,15,7.554569379224935,47.3037824449146,27.54012074926467
1007,AL,Bibb,Southeast,43079.0,5,15,1,36.3,1,white_not_hispanic_2017,7,7,19.11553136923751,45.07412272471383,24.46362669669106
48463,TX,Uvalde,South,36913.0,1,23,1,33.0,1,hispanic_2017,24,21,24.12970910824988,29.56604673342871,26.86576061039581
39139,OH,Richland,Ohio Valley,44835.0,22,53,4,33.8,10,white_not_hispanic_2017,91,64,12.14250289304017,40.46595659258909,29.61056136787662
26023,MI,Branch,Upper Midwest,48321.0,3,19,2,32.3,3,white_not_hispanic_2017,25,27,10.7832386269232,41.23218024125212,32.98441498022796
29083,MO,Henry,Ohio Valley,42607.0,5,20,1,32.5,1,white_not_hispanic_2017,16,20,12.82133470094237,41.45137508814668,30.09808321046221
42027,PA,Centre,Northeast,59070.0,17,47,3,31.6,26,white_not_hispanic_2017,105,111,5.508228266752189,28.0292248792319,20.68993164825914
45029,SC,Colleton,Southeast,35760.0,9,34,1,34.1,2,white_not_hispanic_2017,25,23,12.43331809175431,44.17771681146166,27.09571711629325
24017,MD,Charles,Northeast,93947.0,21,35,2,31.3,9,white_not_hispanic_2017,122,67,6.443218390804597,31.08413793103448,32.47908045977012
37157,NC,Rockingham,Southeast,41620.0,19,62,3,32.1,9,white_not_hispanic_2017,65,57,16.75530298425819,33.85552786725825,34.16550173220689
8001,CO,Adams,Southwest,65442.0,63,125,11,22.6,31,white_not_hispanic_2017,336,232,15.27263246609147,28.9870186565128,30.57800629361725
21213,KY,Simpson,Ohio Valley,45643.0,2,7,1,34.3,3,white_not_hispanic_2017,19,15,12.40253411306043,46.46686159844054,29.10981156595192
17103,IL,Lee,Ohio Valley,55563.0,5,20,1,31.1,4,white_not_hispanic_2017,14,33,10.39437969024429,34.26872106019479,36.62382244930544
18077,IN,Jefferson,Ohio Valley,51534.0,6,9,1,33.6,2,white_not_hispanic_2017,20,29,10.68991660348749,41.55554564509655,30.41073897337555
39021,OH,Champaign,Ohio Valley,56203.0,9,12,1,33.8,2,white_not_hispanic_2017,21,12,8.822983556660851,45.89287702757878,29.39014884376972
37105,NC,Lee,Southeast,46723.0,15,37,1,32.1,8,white_not_hispanic_2017,47,42,14.88924853257325,27.62627116597019,36.99364718954564
29021,MO,Buchanan,Ohio Valley,47517.0,10,39,3,32.5,8,white_not_hispanic_2017,75,57,11.18677531079024,37.27475028025499,29.65850720297154
49039,UT,Sanpete,Southwest,47768.0,6,13,1,25.3,1,white_not_hispanic_2017,15,8,8.04723976929415,31.62867344136227,39.57703927492447
36057,NY,Montgomery,Northeast,42193.0,11,31,1,25.7,2,white_not_hispanic_2017,34,42,12.17208200508876,35.089053315006,34.08299944433071
31119,NE,Madison,Northern Rockies & Plains,49625.0,9,17,1,32.8,5,white_not_hispanic_2017,30,33,9.184432867836973,30.98542223000481,36.09420829138029
18031,IN,Decatur,Ohio Valley,51999.0,6,9,1,33.6,2,white_not_hispanic_2017,20,16,8.324016100178891,45.58363148479427,26.554114490161
4015,AZ,Mohave,Southwest,42003.0,17,91,4,29.5,13,white_not_hispanic_2017,122,126,13.58898333816196,34.33953657529265,38.664957127975
37009,NC,Ashe,Southeast,39709.0,4,17,1,32.1,1,white_not_hispanic_2017,19,23,13.66661808288393,31.21022202788709,35.08720789000632
13069,GA,Coffee,Southeast,38704.0,8,42,1,31.6,6,white_not_hispanic_2017,28,17,25.15495140160586,37.61445273982251,25.06338920974785
53045,WA,Mason,Northwest,52758.0,10,24,2,27.7,5,white_not_hispanic_2017,23,41,10.37934558194824,31.32989927217368,40.15766094554858
1059,AL,Franklin,Southeast,37049.0,10,20,1,36.3,3,white_not_hispanic_2017,17,17,21.32314555550282,39.0252005125528,24.602534288833
51057,VA,Essex,Southeast,50033.0,2,10,1,30.1,1,white_not_hispanic_2017,11,14,17.21019108280255,35.82165605095541,30.75159235668789
29159,MO,Pettis,Ohio Valley,42089.0,7,22,1,32.5,5,white_not_hispanic_2017,28,23,12.42090295058656,35.26128688233203,33.84642730181301
37093,NC,Hoke,Southeast,46004.0,6,23,1,32.1,3,white_not_hispanic_2017,13,6,12.5095736533061,29.48401554477633,39.64768955833546
55081,WI,Monroe,Upper Midwest,56400.0,5,23,2,32.0,2,white_not_hispanic_2017,24,34,9.247518411783542,35.59398014729427,33.82965097662504
37141,NC,Pender,Southeast,50437.0,11,13,1,32.1,8,white_not_hispanic_2017,37,41,11.2381739689538,27.5075778451364,32.28391659777717
18075,IN,Jay,Ohio Valley,46949.0,3,6,1,33.6,1,white_not_hispanic_2017,9,13,11.84563029469264,47.23770907247846,28.39041343856347
37153,NC,Richmond,Southeast,35367.0,11,44,1,32.1,2,white_not_hispanic_2017,26,22,17.10762991791216,30.41501782385453,34.67639075121824
45025,SC,Chesterfield,Southeast,39869.0,9,29,1,34.1,2,white_not_hispanic_2017,21,29,22.22187392244757,39.15237766841165,26.2342873264161
49005,UT,Cache,Southwest,57422.0,17,28,4,25.3,13,white_not_hispanic_2017,92,42,6.461768648109473,20.1677005080889,34.88981016801222
25013,MA,Hampden,Northeast,51589.0,104,245,4,25.9,46,white_not_hispanic_2017,287,338,14.21346886114573,30.04109154719564,28.29886017259078
29019,MO,Boone,Ohio Valley,52824.0,32,64,4,32.5,34,white_not_hispanic_2017,148,146,5.355076855269682,20.57003287238536,26.36034745560391
55141,WI,Wood,Upper Midwest,52591.0,11,33,1,32.0,6,white_not_hispanic_2017,40,61,7.567318403564706,38.19383090692583,33.63999539046595
48361,TX,Orange,South,53611.0,12,57,1,33.0,5,white_not_hispanic_2017,55,37,11.60957866020006,36.81507765276466,35.5829752331366
21145,KY,McCracken,Ohio Valley,42936.0,11,36,3,34.3,8,white_not_hispanic_2017,72,73,7.838753093387749,32.17123257934269,34.40281335475188
33007,NH,Coos,Northeast,45127.0,12,27,1,28.1,5,white_not_hispanic_2017,25,34,11.94841580487001,39.06719953854394,29.31070001236043
37191,NC,Wayne,Southeast,42421.0,25,71,4,32.1,10,white_not_hispanic_2017,81,73,14.47432288127366,30.32593922920105,35.38370061159111
17091,IL,Kankakee,Ohio Valley,54624.0,20,48,3,31.1,12,white_not_hispanic_2017,78,67,11.73634765410394,34.64454455554335,33.03620481265795
51147,VA,Prince Edward,Southeast,41072.0,2,24,1,30.1,1,white_not_hispanic_2017,14,17,14.64523953911462,34.32383262583384,25.57610673135233
51013,VA,Arlington,Southeast,108635.0,46,64,1,30.1,49,white_not_hispanic_2017,227,268,5.054989116737312,7.897811891396494,11.21147897811891
47001,TN,Anderson,Ohio Valley,46731.0,12,50,2,32.8,7,white_not_hispanic_2017,63,44,11.3909486064945,34.31895386638419,31.46984695182087
47145,TN,Roane,Ohio Valley,47088.0,6,45,1,32.8,3,white_not_hispanic_2017,32,20,10.17710342027809,37.77783416218411,32.95950471937481
47167,TN,Tipton,Ohio Valley,54748.0,9,22,1,32.8,3,white_not_hispanic_2017,23,25,11.92243526197442,36.79731134698614,34.31901158151793
5093,AR,Mississippi,South,35846.0,10,22,2,35.0,5,white_not_hispanic_2017,29,29,17.94719667754375,38.76816968258677,27.69578760011866
21137,KY,Lincoln,Ohio Valley,35934.0,5,17,1,34.3,1,white_not_hispanic_2017,10,6,19.07289455060156,42.95234725171031,25.37744751120547
41011,OR,Coos,Northwest,41403.0,16,28,4,29.4,7,white_not_hispanic_2017,37,75,10.04346831388698,30.6773985566024,39.36690168673697
47141,TN,Putnam,Ohio Valley,40479.0,17,51,3,32.8,10,white_not_hispanic_2017,68,61,11.82024316822393,37.57574572891825,24.18194612768287
31153,NE,Sarpy,Northern Rockies & Plains,74374.0,15,50,6,32.8,18,white_not_hispanic_2017,113,78,4.488026284591674,21.42143413609728,33.60430850523321
50011,VT,Franklin,Northeast,59418.0,15,41,1,27.6,4,white_not_hispanic_2017,22,31,8.941558253411758,37.53368296004404,27.01880450844609
55073,WI,Marathon,Upper Midwest,56223.0,25,53,3,32.0,15,white_not_hispanic_2017,72,107,7.629210375130327,33.89578058173926,32.22652509734664
25003,MA,Berkshire,Northeast,56011.0,35,68,1,25.9,14,white_not_hispanic_2017,113,218,7.142240728355375,29.84725248646199,27.69843153330025
12031,FL,Duval,Southeast,51948.0,174,462,21,28.4,87,white_not_hispanic_2017,781,716,9.930662664405144,28.10491789161601,31.27884250168
48241,TX,Jasper,South,44909.0,4,13,1,33.0,2,white_not_hispanic_2017,19,17,15.0010269049086,44.85520640788663,26.83097145204354
39079,OH,Jackson,Ohio Valley,45168.0,9,19,1,33.8,2,white_not_hispanic_2017,24,14,13.58844376654255,45.22453007940425,26.35592840159705
48469,TX,Victoria,South,53659.0,7,59,3,33.0,12,hispanic_2017,74,59,16.60344856144303,30.50867109469465,33.9737962334156
20209,KS,Wyandotte,South,43396.0,26,52,3,32.4,7,white_not_hispanic_2017,111,86,19.7031013435664,32.57124901208353,29.40325084032413
18065,IN,Henry,Ohio Valley,45356.0,7,26,1,33.6,4,white_not_hispanic_2017,27,22,9.755387303436226,43.76820034944672,30.10774606872452
53061,WA,Snohomish,Northwest,78582.0,153,217,18,27.7,68,white_not_hispanic_2017,547,542,7.458959022652074,23.62330675037471,36.15812618421425
13147,GA,Hart,Southeast,41247.0,4,17,1,31.6,1,white_not_hispanic_2017,13,11,17.23122238586156,35.57227014517147,30.00210393435725
39169,OH,Wayne,Ohio Valley,53605.0,28,32,1,33.8,8,white_not_hispanic_2017,77,58,13.20209664980458,39.06382756231782,25.18986183548357
22011,LA,Beauregard,South,49436.0,3,21,1,36.2,2,white_not_hispanic_2017,18,13,13.00364101948546,36.92233825471132,31.79290201256352
42127,PA,Wayne,Northeast,49357.0,10,21,1,31.6,4,white_not_hispanic_2017,26,70,10.00814498065567,42.36408063530849,26.97261250254531
5019,AR,Clark,South,37247.0,2,10,1,35.0,2,white_not_hispanic_2017,23,10,11.06337271750806,32.55332208071199,31.21067976062605
31131,NE,Otoe,Northern Rockies & Plains,55030.0,4,10,1,32.8,2,white_not_hispanic_2017,8,11,7.655546365223785,34.06855987501149,32.87381674478448
29091,MO,Howell,Ohio Valley,36323.0,10,23,1,32.5,5,white_not_hispanic_2017,27,29,14.01512397295136,39.93310550425362,28.72827746673453
37151,NC,Randolph,Southeast,45939.0,22,66,2,32.1,13,white_not_hispanic_2017,74,85,17.04361955006369,34.3971595639048,32.44034783306419
26061,MI,Houghton,Upper Midwest,38603.0,8,13,1,32.3,3,white_not_hispanic_2017,23,37,7.169918545179012,30.59291532487213,28.62284523584012
48001,TX,Anderson,South,43967.0,3,31,1,33.0,2,white_not_hispanic_2017,23,25,17.50378000378,39.02853902853903,32.16310716310716
13299,GA,Ware,Southeast,34643.0,6,44,1,31.6,3,white_not_hispanic_2017,29,20,18.54128252407294,40.57775046097111,25.70784675271461
21101,KY,Henderson,Ohio Valley,46936.0,7,28,1,34.3,3,white_not_hispanic_2017,32,28,13.01232084485793,37.21712345989439,31.54387729444305
24011,MD,Caroline,Northeast,49616.0,4,21,1,31.3,2,white_not_hispanic_2017,15,11,15.73805122788487,39.23070152275328,26.0760496435173
47003,TN,Bedford,Ohio Valley,47295.0,7,27,1,32.8,1,white_not_hispanic_2017,24,18,16.50843395704673,40.71650228899745,24.63207054413617
29161,MO,Phelps,Ohio Valley,40738.0,8,22,1,32.5,5,white_not_hispanic_2017,34,36,10.25070038071978,30.22053013432943,29.61353351052367
42045,PA,Delaware,Northeast,67773.0,138,155,3,31.6,91,white_not_hispanic_2017,431,315,6.836917120964833,29.32538992664631,24.34761399402688
28083,MS,Leflore,South,27573.0,9,33,1,37.3,3,black_2017,20,23,16.78250550940837,36.96106684748828,27.43967904164548
27119,MN,Polk,Upper Midwest,50893.0,7,15,1,28.4,1,white_not_hispanic_2017,18,25,6.816997489222606,30.5320005684779,35.38301198540907
17179,IL,Tazewell,Ohio Valley,60590.0,16,57,5,31.1,17,white_not_hispanic_2017,107,96,6.830071691532649,31.88766173652823,35.31077095308833
22045,LA,Iberia,South,41604.0,21,43,1,36.2,7,white_not_hispanic_2017,42,23,18.10574116120662,42.28565250297329,24.28370634663207
54099,WV,Wayne,Ohio Valley,40881.0,7,21,1,38.1,1,white_not_hispanic_2017,18,15,18.85504383685068,38.55563641404166,25.07537166025575
19183,IA,Washington,Upper Midwest,57315.0,4,13,1,36.4,1,white_not_hispanic_2017,8,21,8.383313341330133,39.69079035052646,29.95468479274956
30049,MT,Lewis and Clark,Northern Rockies & Plains,60370.0,13,23,2,25.3,15,white_not_hispanic_2017,41,55,4.356005788712011,23.3078354351871,29.8470126111226
26093,MI,Livingston,Upper Midwest,79388.0,18,60,6,32.3,20,white_not_hispanic_2017,110,113,4.450430794576664,26.12225512241097,32.91700989231991
1081,AL,Lee,Southeast,47749.0,18,79,3,36.3,7,white_not_hispanic_2017,145,102,9.634999748275689,22.30579469365151,31.6306700901173
19163,IA,Scott,Upper Midwest,56208.0,25,91,4,36.4,21,white_not_hispanic_2017,135,130,6.466544142672384,28.67742155060922,32.25869580014975
55095,WI,Polk,Upper Midwest,53661.0,12,26,1,32.0,4,white_not_hispanic_2017,25,37,5.850456621004566,36.06988838153222,35.4674023338407
17107,IL,Logan,Ohio Valley,53052.0,4,12,1,31.1,2,white_not_hispanic_2017,14,25,10.04568477505214,36.59251166948058,33.82659648425862
22099,LA,St. Martin,South,46560.0,14,31,1,36.2,2,white_not_hispanic_2017,25,25,16.76209443199735,44.97552070367604,23.28437474068542
34031,NJ,Passaic,Northeast,61517.0,243,111,2,27.3,46,white_not_hispanic_2017,347,399,15.50935277201739,33.71845627642671,21.23951534955817
32019,NV,Lyon,West,51344.0,4,26,1,26.7,7,white_not_hispanic_2017,18,23,13.13582452483748,32.91151803880701,40.09230311150812
26043,MI,Dickinson,Upper Midwest,46094.0,6,13,1,32.3,4,white_not_hispanic_2017,20,21,5.268517525994212,33.21899453317612,37.09936756351163
1051,AL,Elmore,Southeast,54553.0,8,55,2,36.3,4,white_not_hispanic_2017,39,40,12.73639044373422,31.70942736567019,29.73884484311267
28131,MS,Stone,South,41884.0,1,15,1,37.3,2,white_not_hispanic_2017,13,6,16.92894224529526,33.58208955223881,34.3364698247891
13045,GA,Carroll,Southeast,50598.0,26,94,2,31.6,9,white_not_hispanic_2017,85,93,14.97204775120507,33.38733451073605,29.56564462798943
13129,GA,Gordon,Southeast,45705.0,11,41,1,31.6,3,white_not_hispanic_2017,39,25,22.08043809573012,34.66277477849818,27.36290135096738
5141,AR,Van Buren,South,38166.0,2,12,1,35.0,1,white_not_hispanic_2017,6,9,15.2099330174808,41.29227250449273,27.66704786799543
29047,MO,Clay,Ohio Valley,65973.0,31,67,6,32.5,28,white_not_hispanic_2017,166,154,6.649187707263346,27.99506758131906,32.50607573417616
36105,NY,Sullivan,Northeast,49016.0,30,52,1,25.7,4,white_not_hispanic_2017,53,90,13.0394823220482,32.31735909218794,28.08778017443496
42079,PA,Luzerne,Northeast,46452.0,60,166,4,31.6,30,white_not_hispanic_2017,212,297,9.83698187611679,38.69611907716954,27.90849155421761
13111,GA,Fannin,Southeast,41487.0,7,16,1,31.6,2,white_not_hispanic_2017,21,30,11.98719231538923,34.20052031218731,31.72403442065239
34019,NJ,Hunterdon,Northeast,113336.0,21,27,3,27.3,28,white_not_hispanic_2017,95,142,4.506926011019161,20.50366933595057,20.97990229974794
13095,GA,Dougherty,Southeast,35750.0,16,88,3,31.6,7,black_2017,92,54,15.60497285939415,29.31885834354754,32.91892838382069
21225,KY,Union,Ohio Valley,47017.0,4,9,1,34.3,1,white_not_hispanic_2017,9,9,8.080380750925437,46.80063458487573,34.01374933897409
51083,VA,Halifax,Southeast,39859.0,9,32,1,30.1,2,white_not_hispanic_2017,28,19,17.55691237717844,36.56140067122236,29.80065504831992
48133,TX,Eastland,South,37789.0,4,19,1,33.0,1,white_not_hispanic_2017,15,13,14.79888490641179,31.047391477499,34.91039426523297
53041,WA,Lewis,Northwest,47127.0,27,37,1,27.7,5,white_not_hispanic_2017,48,66,10.61782220331774,29.66113710477811,40.63696299447044
27147,MN,Steele,Upper Midwest,60619.0,8,13,1,28.4,4,white_not_hispanic_2017,26,27,7.334844559585492,31.81670984455959,34.04711787564767
55003,WI,Ashland,Upper Midwest,41949.0,6,13,1,32.0,2,white_not_hispanic_2017,12,24,6.728603603603604,37.09647147147147,36.96509009009009
5055,AR,Greene,South,45208.0,7,18,1,35.0,3,white_not_hispanic_2017,26,26,10.99723174268389,44.43382546796731,27.29369891906143
23005,ME,Cumberland,Northeast,65475.0,75,146,5,29.1,50,white_not_hispanic_2017,254,394,4.72226242780504,21.62136924132843,25.60452336151874
54061,WV,Monongalia,Ohio Valley,49725.0,16,42,3,38.1,15,white_not_hispanic_2017,105,101,7.189325944220228,26.73031745075598,22.42334799108487
28079,MS,Leake,South,35644.0,2,19,1,37.3,1,white_not_hispanic_2017,11,6,19.53045942116981,36.49733522228968,28.04425554880928
20051,KS,Ellis,South,52265.0,4,17,1,32.4,3,white_not_hispanic_2017,29,27,5.568693693693694,24.74099099099099,31.68918918918919
47105,TN,Loudon,Ohio Valley,56774.0,8,33,1,32.8,5,white_not_hispanic_2017,42,26,13.01702541029705,30.56393476149087,29.16048877754486
20133,KS,Neosho,South,42441.0,4,6,1,32.4,2,white_not_hispanic_2017,6,11,8.026010218300046,32.28982814677195,39.684161634928
6025,CA,Imperial,West,43327.0,35,63,4,25.1,13,hispanic_2017,103,70,29.8135240336743,25.51733502308319,29.28668416764733
42033,PA,Clearfield,Northeast,46173.0,17,32,2,31.6,6,white_not_hispanic_2017,48,70,11.91463537979165,48.32102761201578,22.9880988503422
26073,MI,Isabella,Upper Midwest,42924.0,10,37,3,32.3,5,white_not_hispanic_2017,37,44,7.535875988028547,32.29222622975981,30.62440846187297
29213,MO,Taney,Ohio Valley,38268.0,10,37,1,32.5,4,white_not_hispanic_2017,61,88,9.72283212357606,34.43029473303542,34.65244233203317
42069,PA,Lackawanna,Northeast,47398.0,43,102,3,31.6,24,white_not_hispanic_2017,158,232,8.505546218487394,36.74285714285715,26.06252100840336
40121,OK,Pittsburg,South,44520.0,5,38,1,36.5,2,white_not_hispanic_2017,32,31,13.20687534392905,36.42249053183569,32.06227948078853
13205,GA,Mitchell,Southeast,33490.0,7,22,1,31.6,1,white_not_hispanic_2017,14,8,20.05335415446678,39.01359880278483,29.27971891469842
33019,NH,Sullivan,Northeast,58021.0,7,26,1,28.1,2,white_not_hispanic_2017,18,25,8.89323159004901,36.5500341212234,24.93330851789813
40131,OK,Rogers,South,62622.0,6,29,2,36.5,5,white_not_hispanic_2017,42,35,7.588470776621296,32.80864691753403,35.26501200960769
51107,VA,Loudoun,Southeast,134609.0,58,74,6,30.1,51,white_not_hispanic_2017,269,300,6.082649566756303,12.37904801305477,19.92154879833291
54049,WV,Marion,Ohio Valley,45712.0,9,35,1,38.1,4,white_not_hispanic_2017,39,33,9.771481749560541,40.48960810671078,26.66735601282184
17093,IL,Kendall,Ohio Valley,91952.0,9,30,5,31.1,15,white_not_hispanic_2017,76,66,7.709781360723941,23.2811940593326,33.13292428488538
48355,TX,Nueces,South,53562.0,32,181,6,33.0,33,hispanic_2017,308,288,16.19095048978437,29.25158583782461,32.87696093120228
39071,OH,Highland,Ohio Valley,44729.0,7,26,1,33.8,3,white_not_hispanic_2017,30,14,15.72732516711343,43.65647585762274,26.81958535509484
12063,FL,Jackson,Southeast,37358.0,7,27,1,28.4,2,white_not_hispanic_2017,28,30,17.80865081638499,38.29561730163277,30.9538814093383
18059,IN,Hancock,Ohio Valley,70655.0,5,19,1,33.6,3,white_not_hispanic_2017,43,33,6.972442431106078,31.0966402416006,30.13590033975085
42111,PA,Somerset,Northeast,43938.0,16,29,1,31.6,2,white_not_hispanic_2017,29,65,11.1725583749006,48.74213836477988,23.36261114725656
13219,GA,Oconee,Southeast,88570.0,4,14,1,31.6,6,white_not_hispanic_2017,36,19,5.067869783361207,19.64917739488935,24.7248259499825
48055,TX,Caldwell,South,49598.0,2,20,1,33.0,2,hispanic_2017,22,21,20.28450428928222,37.78188004488363,27.14011655264777
36111,NY,Ulster,Northeast,61421.0,47,106,3,25.7,27,white_not_hispanic_2017,141,252,8.834347366323888,28.81488406307949,29.19648741015463
16045,ID,Gem,Northwest,42027.0,1,8,1,29.3,3,white_not_hispanic_2017,10,9,12.63700838168923,36.05738233397808,32.45486782720825
37077,NC,Granville,Southeast,50414.0,7,39,1,32.1,3,white_not_hispanic_2017,33,18,13.94110718492344,30.82685512367491,31.43227326266195
13297,GA,Walton,Southeast,55267.0,9,49,2,31.6,3,white_not_hispanic_2017,52,37,12.76452804837084,34.95209303069565,29.77910008477694
39141,OH,Ross,Ohio Valley,47507.0,9,34,3,33.8,5,white_not_hispanic_2017,55,38,11.12721535243826,44.42630169155689,28.28495945400507
39151,OH,Stark,Ohio Valley,51036.0,61,137,6,33.8,34,white_not_hispanic_2017,324,239,7.913516922106785,38.06724240023993,30.52131316471466
25009,MA,Essex,Northeast,73503.0,185,300,5,25.9,123,white_not_hispanic_2017,572,646,10.31355562173094,24.50860208964004,24.52815021731306
49043,UT,Summit,Southwest,94540.0,11,14,1,25.3,10,white_not_hispanic_2017,42,84,4.77009024495058,16.02922217447357,23.08408537458817
42095,PA,Northampton,Northeast,65730.0,51,101,2,31.6,28,white_not_hispanic_2017,202,262,8.736091672088788,34.15468728789361,25.26740033047638
51775,VA,Salem,Southeast,57897.0,6,22,1,30.1,2,white_not_hispanic_2017,32,34,9.161849710982658,27.66473988439306,32.91329479768786
42085,PA,Mercer,Northeast,49187.0,14,46,2,31.6,9,white_not_hispanic_2017,75,90,10.14568556411696,41.80741950298515,25.3329591263969
